X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
1043804,28000,28000, 36 months,6.97%,864.18,A,A3,Logistics Specialist,MORTGAGE,157610,Not Verified,Jun-16,Current,n,,debt_consolidation,Debt consolidation,238xx,VA,26.49,0.0697
740275,27600,27600, 60 months,16.99%,685.79,D,D3,Chemical Operator,MORTGAGE,60000,Source Verified,Jun-15,Current,n,,debt_consolidation,Debt consolidation,181xx,PA,28.92,0.1699
243133,20000,20000, 60 months,19.24%,521.46,E,E2,Teacher,MORTGAGE,80000,Source Verified,Nov-14,Fully Paid,n,,debt_consolidation,Debt consolidation,930xx,CA,30.95,0.1924
361922,24000,24000, 36 months,8.39%,756.4,A,A5,Account Manager,RENT,69000,Source Verified,Jun-14,Charged Off,n,,debt_consolidation,Debt consolidation,080xx,NJ,25.2,0.0839
1676,35000,35000, 60 months,19.42%,916.03,E,E3,Huron Consulting Group,MORTGAGE,220000,Verified,Dec-11,Fully Paid,n,  Borrower added on 11/29/11 > Loan will be used for investing in business<br><br> Borrower added on 11/29/11 > Loan to be used for investing in business<br> Borrower added on 12/02/11 > Thank you for believing in this investment opportunity.  I believe in it too. With these funds I will be able to become a part of great destiny with a great company. Thank you Thank you Thank you<br>,small_business,Small Business Loan,300xx,GA,11.41,0.1942
177207,17600,17575, 36 months,10.16%,569.23,B,B1,US Navy,RENT,96000,Not Verified,Jan-13,Fully Paid,n,  Borrower added on 12/21/12 > To pay off credit card debt. obtained years back but unable to catch up due to interest rates to high<br>,credit_card,Credit card consolidation,968xx,HI,17.75,0.1016
544067,9600,9600, 36 months,12.05%,319.09,C,C1,Registered dental hygienist ,MORTGAGE,60700,Source Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,731xx,OK,4.25,0.1205
1944165,9000,9000, 36 months,10.41%,292.15,B,B3,Loan Servicing Specialist 3,MORTGAGE,44000,Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,924xx,CA,22.53,0.1041
1983138,10000,10000, 36 months,9.43%,320.01,B,B1,,MORTGAGE,21200,Not Verified,Apr-18,Current,n,,credit_card,Credit card refinancing,633xx,MO,14.44,0.0943
782211,16800,16800, 60 months,11.53%,369.73,B,B5,Supervisor,RENT,93750,Not Verified,Apr-15,Charged Off,n,,debt_consolidation,Debt consolidation,073xx,NJ,18.27,0.1153
2030853,25000,25000, 36 months,7.84%,781.57,A,A4,Site Operations Manager,RENT,75000,Source Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,17.07,0.0784
1243394,8000,8000, 36 months,15.99%,281.22,C,C5,Private Duty Nurse,OWN,36999,Source Verified,Dec-16,Fully Paid,n,,other,Other,114xx,NY,11.19,0.1599
1487131,4000,4000, 36 months,5.32%,120.46,A,A1,Teller,RENT,30000,Source Verified,May-17,Current,n,,car,Car financing,240xx,VA,18.52,0.0532
1295927,6500,6500, 36 months,10.49%,211.24,B,B2,"Co-owner, own with husband",MORTGAGE,60000,Source Verified,Oct-16,Fully Paid,n,,small_business,Business,805xx,CO,17.56,0.1049
1159416,4200,4200, 36 months,13.49%,142.51,C,C2,Manager,RENT,56000,Verified,Aug-16,Current,n,,debt_consolidation,Debt consolidation,028xx,RI,30.65,0.1349
1472855,14400,14150, 36 months,14.08%,492.72,C,C3,Accounts,RENT,45000,Not Verified,May-17,Current,n,,debt_consolidation,Debt consolidation,300xx,GA,32.59,0.1408
2120081,10000,10000, 36 months,7.84%,312.63,A,A4,Howitzer Section Chief,RENT,50000,Not Verified,Jul-18,Charged Off,n,,debt_consolidation,Debt consolidation,799xx,TX,32.38,0.0784
672348,15175,15175, 60 months,12.69%,342.88,C,C2,accounts receivable ,RENT,33000,Source Verified,Jul-15,In Grace Period,n,,debt_consolidation,Debt consolidation,125xx,NY,24.87,0.1269
621020,2000,2000, 36 months,18.25%,72.56,E,E1,Lead Wrapper,RENT,31500,Verified,Sep-15,Fully Paid,n,,other,Other,731xx,OK,10.55,0.1825
944511,12000,12000, 36 months,17.27%,429.45,D,D2,teacher,RENT,48000,Verified,Mar-16,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,32.48,0.1727
2087223,20800,20800, 60 months,19.92%,550.15,D,D3,Store Manager,RENT,55000,Source Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,15.08,0.1992
1193994,24000,24000, 60 months,10.49%,515.74,B,B3,Route delivery ,MORTGAGE,102000,Verified,Aug-16,Current,n,,home_improvement,Home improvement,604xx,IL,11.73,0.1049
2024126,10000,10000, 36 months,7.21%,309.74,A,A3,Supervisor injection molding ,MORTGAGE,107254,Source Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,435xx,OH,17.34,0.0721
330084,10000,10000, 36 months,11.67%,330.57,B,B4,Computer Tech,MORTGAGE,50000,Source Verified,Aug-14,Fully Paid,n,,debt_consolidation,Debt consolidation,828xx,WY,34.42,0.1167
1803402,35000,35000, 36 months,19.42%,1290.41,D,D3,County Treasurer,MORTGAGE,80000,Verified,Mar-18,Current,n,,debt_consolidation,Debt consolidation,665xx,KS,35.85,0.1942
1251501,35000,35000, 36 months,11.44%,1153.17,B,B4,,OWN,2.00E+05,Verified,Dec-16,Fully Paid,n,,credit_card,Credit card refinancing,100xx,NY,18.09,0.1144
2113379,23500,23500, 36 months,16.91%,836.79,C,C5,SURGICAL TECHNICIAN,RENT,85000,Source Verified,Jul-18,Current,n,,credit_card,Credit card refinancing,917xx,CA,12.82,0.1691
695169,18000,18000, 36 months,12.69%,603.81,C,C2,LVN,MORTGAGE,50000,Source Verified,Jul-15,Charged Off,n,,debt_consolidation,Debt consolidation,919xx,CA,28.65,0.1269
1222475,16000,16000, 36 months,13.49%,542.89,C,C2,Teacher,RENT,45000,Verified,Dec-16,Current,n,,debt_consolidation,Debt consolidation,936xx,CA,29.31,0.1349
158827,15000,15000, 36 months,11.14%,492.08,B,B2,Insperity,MORTGAGE,130000,Not Verified,Mar-13,Fully Paid,n,  Borrower added on 03/03/13 > To pay off some credit cards that have gotten out of hand with high interest rates. Ready to be out of debt!<br>,debt_consolidation,Get out of Debt,773xx,TX,5.96,0.1114
823954,24000,24000, 60 months,9.17%,500.19,B,B2,Executive Director,MORTGAGE,65000,Source Verified,Mar-15,Current,n,,credit_card,Credit card refinancing,028xx,RI,16.4,0.0917
1610539,12000,12000, 60 months,9.44%,251.68,B,B1,Special Education Assistant,MORTGAGE,36192,Not Verified,Jul-17,Current,n,,credit_card,Credit card refinancing,986xx,WA,75.07,0.0944
291488,9000,9000, 36 months,11.67%,297.52,B,B4,PECKING,MORTGAGE,75000,Not Verified,Oct-14,Fully Paid,n,,other,Other,631xx,MO,10.59,0.1167
1948688,1300,1300, 36 months,10.90%,42.5,B,B4,Gardner,RENT,38000,Not Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,981xx,WA,10.61,0.109
686776,27200,27200, 60 months,7.26%,541.94,A,A4,Assistant Superintendent,MORTGAGE,195000,Verified,Jul-15,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,19.16,0.0726
478509,15000,15000, 60 months,16.55%,369.17,D,D2,Unit manger,OWN,55000,Source Verified,Dec-15,Fully Paid,n,,debt_consolidation,Debt consolidation,298xx,SC,37.36,0.1655
22787,1000,1000, 36 months,16.32%,35.32,E,E2,GANOWITZ WHITE & WEBER ATTORNEYS AT LAW,OWN,22320,Not Verified,Dec-10,Fully Paid,n,"  Borrower added on 11/30/10 > Utility bills are too high, need more efficient appliances, replacing with ones that are energy star approved.<br/> Borrower added on 11/30/10 > The other assistant in our office is leaving at the end of January 2011, so I will be increasing my hours to 40/hrs a week at $15/hr, increasing my monthly income to over $2,400.<br/>",renewable_energy,"New Appliances! Fridge, Washer & Dryer",923xx,CA,20.65,0.1632
1289465,5500,5500, 36 months,13.49%,186.62,C,C2,,OWN,45000,Verified,Nov-16,Current,n,,home_improvement,Home improvement,277xx,NC,25.09,0.1349
1522033,35000,35000, 60 months,28.69%,1104.37,F,F1,System Analyst,RENT,89000,Not Verified,Apr-17,Charged Off,n,,debt_consolidation,Debt consolidation,016xx,MA,20.21,0.2869
987831,10000,10000, 36 months,14.85%,345.92,C,C5,Home Health Aid,RENT,30000,Source Verified,Feb-16,Current,n,,credit_card,,112xx,NY,9.6,0.1485
1506986,7200,7200, 36 months,17.99%,260.27,D,D2,Client Service Analyst ,RENT,30000,Verified,Apr-17,Fully Paid,n,,debt_consolidation,Debt consolidation,302xx,GA,4.48,0.1799
2054461,19800,19800, 36 months,15.02%,686.57,C,C3,Director,RENT,183000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,972xx,OR,15.57,0.1502
1227373,2400,2400, 36 months,15.99%,84.37,C,C5,Customer Service ,RENT,35000,Verified,Dec-16,Charged Off,n,,home_improvement,Home improvement,330xx,FL,21.26,0.1599
1905487,14000,14000, 36 months,8.08%,439.23,A,A5,Signal maintenance ,RENT,57650,Verified,Jun-18,Current,n,,credit_card,Credit card refinancing,114xx,NY,14.93,0.0808
1119723,4650,4650, 36 months,15.59%,162.55,C,C5,driver,MORTGAGE,61000,Source Verified,Sep-16,Current,n,,home_improvement,Home improvement,480xx,MI,4.19,0.1559
641932,19500,19500, 36 months,16.55%,690.87,D,D2,Department Manager,MORTGAGE,39000,Source Verified,Aug-15,Fully Paid,n,,debt_consolidation,Debt consolidation,284xx,NC,17.54,0.1655
197050,8000,8000, 36 months,20.49%,299.31,E,E1,City of Santa Clara,MORTGAGE,90000,Not Verified,Sep-12,Charged Off,n,"  Borrower added on 09/16/12 > Looking to pay off credit cards and get some breathing room! This past year, I got a pay cut and a layoff from my PT job.  But I'm a FIGHTER and am thankful to still have my great FT job for over 5 yrs (yes, 20 - 50+ hrs OT every mo). Thanks for believing in a good ol' American handup (not handout)!<br>",debt_consolidation,"Find a Hand Up, Not a Handout!",950xx,CA,18.92,0.2049
1322331,6000,6000, 36 months,12.74%,201.42,C,C1,,RENT,27444,Verified,Mar-17,Charged Off,n,,debt_consolidation,Debt consolidation,973xx,OR,23.96,0.1274
692937,25900,25900, 36 months,12.29%,863.85,C,C1,President,MORTGAGE,225000,Source Verified,Jul-15,Fully Paid,n,,debt_consolidation,Debt consolidation,640xx,MO,18.33,0.1229
252901,32000,32000, 60 months,9.49%,671.91,B,B2,Electrical Engineer,OWN,92000,Verified,Nov-14,Fully Paid,n,,credit_card,Credit card refinancing,549xx,WI,28.14,0.0949
1410402,35000,35000, 60 months,26.24%,1052.9,E,E5,Clinical Lab Scientist,MORTGAGE,94000,Verified,Jan-17,Fully Paid,n,,small_business,Business,924xx,CA,19.52,0.2624
705262,5000,5000, 36 months,9.99%,161.32,B,B3,"Interim Director, Risk Management",MORTGAGE,97100,Not Verified,Jun-15,Fully Paid,n,,renewable_energy,Green loan,801xx,CO,11.2,0.0999
119781,5000,5000, 36 months,13.05%,168.6,B,B5,Mesquite ISD,RENT,49663,Not Verified,Jul-13,Fully Paid,n,,debt_consolidation,CreditCardDebt,750xx,TX,11.74,0.1305
2015297,35000,35000, 36 months,8.46%,1104.22,A,A5,Owner operator...truck driver,RENT,187000,Not Verified,Sep-18,Current,n,,credit_card,Credit card refinancing,797xx,TX,14.11,0.0846
67245,17600,17575, 36 months,11.99%,584.49,B,B3,Store Manager,MORTGAGE,65000,Verified,Nov-13,Fully Paid,n,,debt_consolidation,Freedom loan,300xx,GA,15.2,0.1199
785844,11300,11300, 60 months,17.57%,284.31,D,D4,Athletic Director,RENT,40000,Verified,Apr-15,Charged Off,n,,debt_consolidation,Debt consolidation,939xx,CA,26.79,0.1757
543200,25000,24900, 60 months,18.20%,637.56,E,E1,Info Security Analyst,OWN,105000,Verified,Nov-15,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,24.61,0.182
258333,23000,23000, 60 months,22.99%,648.25,F,F1,security,MORTGAGE,71000,Verified,Nov-14,Charged Off,n,,debt_consolidation,Debt consolidation,302xx,GA,22.52,0.2299
1443281,5000,5000, 36 months,9.44%,160.03,B,B1,Server,RENT,30000,Verified,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,950xx,CA,12.56,0.0944
1158887,16000,16000, 36 months,13.99%,546.77,C,C3,,RENT,65000,Source Verified,Aug-16,Charged Off,n,,other,Other,597xx,MT,2.75,0.1399
2090509,15000,15000, 60 months,27.27%,460.46,E,E5,Professor,MORTGAGE,93000,Verified,Jul-18,Fully Paid,n,,debt_consolidation,Debt consolidation,685xx,NE,34.18,0.2727
1693351,25000,25000, 60 months,20.00%,662.35,D,D4,,OWN,50000,Not Verified,Nov-17,Fully Paid,n,,debt_consolidation,Debt consolidation,856xx,AZ,1.92,0.2
1834371,11200,11200, 60 months,15.05%,266.75,C,C4,OPERATOR ,MORTGAGE,120000,Source Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,141xx,NY,6.79,0.1505
1805383,32000,32000, 60 months,13.58%,737.64,C,C2,owner,RENT,150000,Verified,Feb-18,Charged Off,n,,debt_consolidation,Debt consolidation,194xx,PA,11.93,0.1358
1441751,5000,5000, 36 months,11.99%,166.05,B,B5,CSR,MORTGAGE,59000,Not Verified,Jun-17,Fully Paid,n,,home_improvement,Home improvement,935xx,CA,30.39,0.1199
722981,20000,20000, 36 months,9.99%,645.25,B,B3,Closer ,MORTGAGE,85000,Source Verified,Jun-15,Fully Paid,n,,credit_card,Credit card refinancing,750xx,TX,31.48,0.0999
732489,21000,21000, 60 months,12.29%,470.22,C,C1,Development Manager,RENT,125000,Source Verified,May-15,Current,n,,credit_card,Credit card refinancing,600xx,IL,22.43,0.1229
150625,35000,35000, 60 months,21.49%,956.55,E,E3,Allstate Construction,MORTGAGE,107000,Verified,Apr-13,Fully Paid,n,,debt_consolidation,Debt Consolidation,060xx,CT,21.17,0.2149
846147,14000,14000, 36 months,11.44%,461.27,B,B4,Analyst,MORTGAGE,78000,Verified,Feb-15,Fully Paid,n,,debt_consolidation,Debt consolidation,750xx,TX,17.23,0.1144
35558,15000,14450, 36 months,12.18%,499.5,B,B4,Wells Fargo Bank,MORTGAGE,78408,Verified,Aug-09,Fully Paid,n," I would like like to consolidate my credit card debts into one single loan and decrease the APR.  By consolidating my credit card debts, I would be able to decrease the number of credit cards I have into 1 to better manage my spending.    I would be a good candidate for the loan because I am a very responsible person and very stable since I have been working for the same company for the past 20 years. ",debt_consolidation,Consolidate Credit Card Debt,922xx,CA,18.26,0.1218
175377,20000,19975, 36 months,13.11%,674.94,B,B4,Sams Club,RENT,75000,Verified,Jan-13,Fully Paid,n,,debt_consolidation,2013Loan,967xx,HI,7.3,0.1311
1272420,5000,5000, 36 months,13.49%,169.66,C,C2,Valet,RENT,35000,Not Verified,Nov-16,Current,n,,credit_card,Credit card refinancing,211xx,MD,6.41,0.1349
1368090,15000,15000, 36 months,7.99%,469.98,A,A5,Real estate agent,MORTGAGE,90000,Source Verified,Feb-17,Current,n,,credit_card,Credit card refinancing,605xx,IL,20.58,0.0799
1026253,13200,13200, 36 months,12.79%,443.43,C,C1,Mobilw Wireless Program Manager,RENT,93000,Verified,Jun-16,Fully Paid,n,,credit_card,Credit card refinancing,223xx,VA,18.11,0.1279
1153598,4000,4000, 36 months,13.99%,136.7,C,C3,CST,RENT,40000,Source Verified,Aug-16,Current,n,,medical,Medical expenses,087xx,NJ,12.57,0.1399
1928846,10000,10000, 60 months,24.84%,292.58,E,E3,Owner,RENT,66000,Source Verified,May-18,Charged Off,n,,other,Other,925xx,CA,17.62,0.2484
115157,11100,11100, 36 months,6.03%,337.84,A,A1,Bombardier Transportation,MORTGAGE,47000,Verified,Jul-13,Fully Paid,n,  Borrower added on 07/09/13 > I would like to use this loan to payoff higher interest credit cards.<br>,debt_consolidation,personal loan,129xx,NY,29.21,0.0603
1589118,12800,12800, 60 months,14.08%,298.37,C,C3,Operator ,MORTGAGE,60000,Source Verified,Aug-17,Fully Paid,n,,home_improvement,Home improvement,328xx,FL,5.62,0.1408
2083608,8000,8000, 36 months,16.14%,281.81,C,C4,,MORTGAGE,42000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,129xx,NY,38.46,0.1614
1340529,11000,11000, 36 months,13.99%,375.91,C,C3,Office Manager ,RENT,34000,Verified,Mar-17,Fully Paid,n,,credit_card,Credit card refinancing,931xx,CA,24.6,0.1399
1230357,35000,35000, 36 months,13.99%,1196.05,C,C3,Vice President,MORTGAGE,3.00E+05,Verified,Dec-16,Fully Paid,n,,home_improvement,Home improvement,900xx,CA,4.75,0.1399
546558,12500,12500, 36 months,5.32%,376.44,A,A1,Sergeant ,MORTGAGE,150000,Not Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,109xx,NY,9.78,0.0532
307116,3600,3600, 36 months,16.29%,127.09,D,D2,Deputy,OWN,78000,Verified,Sep-14,Fully Paid,n,,home_improvement,Home improvement,945xx,CA,22.68,0.1629
233113,22400,22400, 36 months,6.03%,681.76,A,A1,Police Officer,MORTGAGE,225000,Source Verified,Dec-14,Fully Paid,n,,debt_consolidation,Debt consolidation,109xx,NY,7.74,0.0603
1828740,10000,10000, 36 months,13.59%,339.79,C,C2,Litigation Assistant,RENT,75000,Source Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,752xx,TX,21.22,0.1359
905758,9900,9900, 36 months,18.99%,362.85,D,D4,Security Officer ,RENT,33000,Not Verified,Mar-16,Charged Off,n,,debt_consolidation,Debt consolidation,104xx,NY,34.38,0.1899
2115805,35000,35000, 36 months,11.05%,1146.69,B,B4,Owner CPA,RENT,195000,Verified,Jul-18,Current,n,,other,Other,851xx,AZ,1.14,0.1105
702074,8000,8000, 36 months,10.99%,261.88,B,B4,Specialist,OWN,84000,Not Verified,Jul-15,Fully Paid,n,,debt_consolidation,Debt consolidation,303xx,GA,10.33,0.1099
1988150,5500,5500, 36 months,11.98%,182.63,B,B5,Bus driver,MORTGAGE,34000,Not Verified,Apr-18,Fully Paid,n,,credit_card,Credit card refinancing,300xx,GA,13.27,0.1198
1237208,13375,13375, 36 months,11.39%,440.36,B,B3,Process Specialist,RENT,50000,Not Verified,Dec-16,Current,n,,debt_consolidation,Debt consolidation,146xx,NY,22.35,0.1139
728153,25000,25000, 36 months,7.89%,782.15,A,A5,Computed Tomography,MORTGAGE,74500,Source Verified,Jun-15,Fully Paid,n,,debt_consolidation,Debt consolidation,310xx,GA,29.77,0.0789
405505,24000,24000, 60 months,16.59%,591.19,D,D1,Desktop Support Engineer,RENT,75000,Source Verified,May-14,Fully Paid,n,,debt_consolidation,Debt consolidation,770xx,TX,28.56,0.1659
28405,2000,2000, 36 months,14.72%,69.06,C,C5,Hachette Book Group,RENT,33204,Source Verified,Jul-10,Fully Paid,n,  Borrower added on 06/30/10 > This loan is intended to cover tuition and supplies for my class at Boston Architectural College.<br/>,other,Loan for my BAC class,021xx,MA,12.69,0.1472
2087201,32000,32000, 36 months,11.06%,1048.55,B,B3,,MORTGAGE,42000,Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,327xx,FL,19.06,0.1106
2109005,32100,32100, 60 months,17.97%,814.61,D,D1,City Courier,RENT,70000,Source Verified,Jul-18,Late (31-120 days),n,,debt_consolidation,Debt consolidation,112xx,NY,12.81,0.1797
1456135,14375,14375, 36 months,14.08%,491.87,C,C3,journalist,MORTGAGE,90000,Not Verified,May-17,Fully Paid,n,,credit_card,Credit card refinancing,481xx,MI,32.49,0.1408
2082409,17000,17000, 36 months,15.02%,589.48,C,C3,Sonographer,MORTGAGE,107000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,982xx,WA,14.84,0.1502
641929,18000,18000, 60 months,17.57%,452.89,D,D4,Executive Assistance ,MORTGAGE,45000,Not Verified,Aug-15,Fully Paid,n,,debt_consolidation,Debt consolidation,201xx,VA,25.39,0.1757
1804866,7000,7000, 36 months,19.42%,258.09,D,D3,driver,MORTGAGE,70000,Source Verified,Feb-18,Fully Paid,n,,debt_consolidation,Debt consolidation,600xx,IL,36.4,0.1942
437465,10000,10000, 36 months,6.62%,307.04,A,A2,,MORTGAGE,150000,Not Verified,Feb-14,Fully Paid,n,"  Borrower added on 02/24/14 > My loan is to pay off my high interest credit cards I have had for awhile now, I've never been late and have always paid them, but with a low interest loan from Lending Club it will help me finally get them all paid off and have a low interest rate.<br>",credit_card,Credit card refinancing,751xx,TX,23.53,0.0662
239268,35000,35000, 60 months,18.54%,899.09,E,E1,,OWN,75784,Verified,Dec-14,Charged Off,n,,home_improvement,Home improvement,906xx,CA,17.93,0.1854
1140858,20000,19950, 60 months,10.99%,434.75,B,B4,Gear box supervizer,MORTGAGE,87000,Not Verified,Sep-16,Current,n,,debt_consolidation,Debt consolidation,774xx,TX,13.52,0.1099
67170,5200,5200, 36 months,12.99%,175.19,B,B4,Traffic ,RENT,27000,Source Verified,Nov-13,Fully Paid,n,,debt_consolidation,Debt consolidation,780xx,TX,15.02,0.1299
1533302,27000,27000, 36 months,10.91%,882.8,B,B4,,OWN,45000,Not Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,391xx,MS,26.56,0.1091
151951,3500,3500, 36 months,19.05%,128.39,D,D4,,RENT,30000,Source Verified,Apr-13,Fully Paid,n,,debt_consolidation,DebtFree,239xx,VA,7.68,0.1905
1236000,16000,16000, 36 months,17.99%,578.36,D,D2,account  specialist minnesota,MORTGAGE,44000,Source Verified,Dec-16,Current,n,,credit_card,Credit card refinancing,608xx,IL,19.89,0.1799
164224,23325,23050, 36 months,7.90%,729.85,A,A4,Medstar Union Memorial Hospital,MORTGAGE,90000,Verified,Feb-13,Fully Paid,n,"  Borrower added on 02/09/13 > This loan will pay off my prior loan which has a higher interest rate.It was also consolidate my $1800 credit card balance and $3000 personal loan.<br><br>  Borrower added on 02/11/13 > Thanks for considering my loan.<br><br>  Borrower added on 02/12/13 > I have had my 1st loan through the lending club since July 2012,all my payments have been on time.Thanks again.<br>",debt_consolidation,new rate loan,211xx,MD,13.8,0.079
951862,14000,14000, 36 months,16.29%,494.21,D,D1,or tech,OWN,45000,Verified,Feb-16,Charged Off,n,,house,Home buying,208xx,MD,19.36,0.1629
1794357,14000,14000, 36 months,9.43%,448.01,B,B1,Manager,MORTGAGE,80000,Source Verified,Mar-18,Current,n,,credit_card,Credit card refinancing,483xx,MI,17.86,0.0943
1184782,12000,12000, 36 months,10.99%,392.81,B,B4,office manager,MORTGAGE,65000,Source Verified,Jul-16,Current,n,,debt_consolidation,Debt consolidation,336xx,FL,22.08,0.1099
1369922,18000,18000, 36 months,11.49%,593.49,B,B5,Operations Support Specialist,RENT,85000,Source Verified,Feb-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,20.54,0.1149
1530828,16800,16800, 36 months,11.99%,557.93,B,B5,Teacher,MORTGAGE,83000,Not Verified,Sep-17,Fully Paid,n,,debt_consolidation,Debt consolidation,027xx,MA,34.56,0.1199
1084354,35000,35000, 36 months,22.45%,1344.83,E,E5,Owner,MORTGAGE,9.00E+05,Source Verified,Apr-16,Charged Off,n,,small_business,Business,652xx,MO,2.2,0.2245
1926195,10000,10000, 36 months,7.46%,310.88,A,A4,Paralegal,OWN,60000,Not Verified,May-18,Current,n,,credit_card,Credit card refinancing,190xx,PA,17.86,0.0746
740336,13425,13425, 60 months,17.57%,337.78,D,D4,Bookckeper,RENT,45000,Source Verified,May-15,Charged Off,n,,credit_card,Credit card refinancing,100xx,NY,11.12,0.1757
1846201,6000,6000, 36 months,7.35%,186.23,A,A4,,OWN,19000,Not Verified,Jan-18,Current,n,,credit_card,Credit card refinancing,166xx,PA,21.04,0.0735
2072430,4000,4000, 36 months,22.35%,153.49,D,D5,Senior operator,RENT,55000,Not Verified,Aug-18,Current,n,,car,Car financing,618xx,IL,17.94,0.2235
1859825,12000,12000, 36 months,10.91%,392.36,B,B4,B tech,MORTGAGE,34000,Source Verified,Jan-18,Current,n,,debt_consolidation,Debt consolidation,850xx,AZ,13.2,0.1091
385511,7350,7350, 36 months,11.67%,242.97,B,B4,Business Sales Manager,RENT,96069,Source Verified,May-14,Fully Paid,n,,credit_card,Credit card refinancing,930xx,CA,6.52,0.1167
1662680,35000,35000, 60 months,21.45%,955.75,D,D5,Network Admin,OWN,90000,Source Verified,Dec-17,Fully Paid,n,,credit_card,Credit card refinancing,791xx,TX,36.52,0.2145
2130783,10000,10000, 60 months,18.45%,256.39,D,D2,,MORTGAGE,46092,Verified,Jul-18,Current,n,,debt_consolidation,Debt consolidation,191xx,PA,36.63,0.1845
2031069,20000,20000, 60 months,30.17%,649.16,F,F3,Software Developer,MORTGAGE,115000,Verified,Sep-18,Current,n,,home_improvement,Home improvement,335xx,FL,14.09,0.3017
577746,1000,1000, 36 months,12.29%,33.36,C,C1,Co- owner,MORTGAGE,44000,Verified,Oct-15,Fully Paid,n,,home_improvement,Home improvement,277xx,NC,23.92,0.1229
1473298,7000,7000, 36 months,13.59%,237.86,C,C2,Regional Credit Manager,RENT,89856,Not Verified,May-17,Fully Paid,n,,debt_consolidation,Debt consolidation,967xx,HI,21.93,0.1359
117166,18600,18575, 60 months,14.33%,435.98,C,C2,Verizon Wireless,MORTGAGE,79000,Verified,Jul-13,Fully Paid,n,,debt_consolidation,Help me get my debt in control,210xx,MD,19.34,0.1433
2131609,16000,16000, 36 months,14.03%,547.08,C,C2,store manager,MORTGAGE,52000,Verified,Jul-18,Late (31-120 days),n,,debt_consolidation,Debt consolidation,295xx,SC,54.56,0.1403
1182483,7800,7800, 36 months,13.99%,266.55,C,C3,resolution specialist,RENT,23000,Source Verified,Aug-16,Fully Paid,n,,debt_consolidation,Debt consolidation,328xx,FL,22.86,0.1399
2048460,35000,35000, 60 months,20.89%,944.71,D,D4,"Supt, Manpower & Personnel Flight",RENT,72500,Source Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,622xx,IL,28.84,0.2089
1164113,20000,20000, 36 months,13.49%,678.61,C,C2,Program facilitator,OWN,70000,Not Verified,Aug-16,Fully Paid,n,,debt_consolidation,Debt consolidation,531xx,WI,21.14,0.1349
522714,18000,18000, 36 months,6.89%,554.89,A,A3,Patient Account Representative ,MORTGAGE,45000,Source Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,310xx,GA,14.75,0.0689
1021062,8000,8000, 36 months,10.64%,260.55,B,B4,Registered Nurse,OWN,65000,Source Verified,Jan-16,Fully Paid,n,,debt_consolidation,Debt consolidation,549xx,WI,5.26,0.1064
629345,12000,12000, 60 months,16.99%,298.17,D,D3,county office manager,MORTGAGE,56000,Source Verified,Sep-15,Fully Paid,n,,credit_card,Credit card refinancing,870xx,NM,34.23,0.1699
1859921,28000,27975, 36 months,7.35%,869.05,A,A4,Associate Professor,MORTGAGE,80000,Not Verified,Jan-18,Current,n,,debt_consolidation,Debt consolidation,029xx,RI,22.61,0.0735
2097419,2500,2500, 36 months,15.02%,86.69,C,C3,case worker,MORTGAGE,35000,Source Verified,Jul-18,Current,n,,home_improvement,Home improvement,884xx,NM,9.26,0.1502
1378437,7200,7200, 36 months,10.49%,233.99,B,B2,Engineering Technician,RENT,43056,Verified,Feb-17,Fully Paid,n,,credit_card,Credit card refinancing,167xx,PA,19.59,0.1049
499097,5000,5000, 36 months,7.26%,154.99,A,A4,Paralegal Specialist,RENT,34056,Not Verified,Dec-15,Fully Paid,n,,debt_consolidation,Debt consolidation,765xx,TX,16.79,0.0726
1053238,2000,2000, 36 months,7.39%,62.12,A,A4,Clerk,RENT,56000,Not Verified,May-16,Current,n,,other,Other,600xx,IL,16.93,0.0739
