,X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
4444,534653,21000.0,21000.0,0,12.59%,703.44,2,11,OEM Sales Manager,1,120000.0,Source Verified,Nov-15,Fully Paid,n,,2,Debt consolidation,750xx,42,28.1,0.1259
4445,802276,25000.0,25000.0,1,8.18%,509.07,1,5,Auditor,1,64800.0,Source Verified,Apr-15,Fully Paid,n,,6,Major purchase,945xx,4,11.39,0.0818
4446,1021662,7000.0,7000.0,0,13.49%,237.52,2,11,Customer service ,3,60000.0,Source Verified,Jun-16,Fully Paid,n,,2,Debt consolidation,112xx,33,16.1,0.1349
4447,1322781,31675.0,31675.0,1,16.99%,787.04,3,15,Commercial truck driver,1,235000.0,Source Verified,Mar-17,Current,n,,2,Debt consolidation,953xx,4,8.66,0.1699
4448,1758309,3000.0,3000.0,0,10.91%,98.09,1,8,Supervisor,1,77000.0,Not Verified,Oct-17,Fully Paid,n,,2,Debt consolidation,648xx,23,19.3,0.1091
4449,1778506,12000.0,12000.0,0,7.96%,375.82,0,4,receptionist,3,35000.0,Verified,Mar-18,Current,n,,2,Debt consolidation,902xx,4,3.88,0.0796
4450,374412,8400.0,8400.0,0,8.39%,264.74,0,4,Senior Manager,1,192000.0,Not Verified,Jun-14,Fully Paid,n,,2,Debt consolidation,450xx,34,15.14,0.0839
4451,1698241,20000.0,20000.0,0,7.35%,620.75,0,3,Assistant Superintendent,1,175000.0,Source Verified,Nov-17,Fully Paid,n,,5,Home buying,550xx,22,5.03,0.0735
4452,1925505,10000.0,10000.0,0,7.46%,310.88,0,3,Server Trainer,3,50000.0,Source Verified,May-18,Current,n,,2,Debt consolidation,787xx,42,25.42,0.0746
4453,57100,10000.0,10000.0,0,10.99%,327.34,1,6,Administrative Assistant,1,38600.0,Not Verified,Dec-13,Fully Paid,n,,1,Credit Card Payoff,750xx,42,14.43,0.1099
4454,303526,9600.0,9600.0,0,6.03%,292.19,0,0,ACCOUNTANT II,1,45000.0,Not Verified,Oct-14,Fully Paid,n,,2,Debt consolidation,152xx,37,15.23,0.0603
4455,418384,8275.0,8275.0,0,24.08%,325.0,5,26,Driver,3,91000.0,Verified,Mar-14,Fully Paid,n,,6,Major purchase,114xx,33,8.34,0.2408
4456,245389,18000.0,18000.0,1,8.67%,370.78,1,5,Analyst,1,64700.0,Not Verified,Nov-14,Current,n,,1,Credit card refinancing,347xx,9,20.33,0.0867
4457,1992976,40000.0,40000.0,0,5.31%,1204.42,0,0,Chemical Engineer,1,255576.0,Source Verified,Apr-18,Fully Paid,n,,1,Credit card refinancing,379xx,41,9.62,0.0531
4458,1081504,8000.0,8000.0,0,9.16%,255.0,1,6,Research Administrator,3,53000.0,Source Verified,May-16,Fully Paid,n,,2,Debt consolidation,606xx,13,34.04,0.0916
4459,1611655,8000.0,8000.0,0,7.21%,247.79,0,2,driver,1,90000.0,Source Verified,Jul-17,Current,n,,1,Credit card refinancing,386xx,24,5.71,0.0721
4460,803947,5500.0,5500.0,0,10.99%,180.04,1,8,INTERNATIONAL SHIPPING COORDINATOR,2,61000.0,Not Verified,Mar-15,Fully Paid,n,,2,Debt consolidation,140xx,33,16.49,0.1099
4461,1052550,5600.0,5600.0,0,12.99%,188.66,2,11,Victim Advocate,1,42000.0,Source Verified,May-16,Fully Paid,n,,2,Debt consolidation,490xx,21,31.57,0.1299
4462,1258647,3500.0,3500.0,0,8.24%,110.07,1,5,Human Resources Manager,1,98000.0,Not Verified,Nov-16,Current,n,,2,Debt consolidation,060xx,6,20.68,0.0824
4463,1440757,8800.0,8800.0,0,7.07%,272.01,0,1,Senior Infrastucture Supervisor,1,106000.0,Source Verified,Jun-17,Fully Paid,n,,2,Debt consolidation,074xx,30,8.07,0.0707
4464,1320026,3200.0,3200.0,0,13.49%,108.58,2,11,Delivery Driver,1,76000.0,Verified,Oct-16,Fully Paid,n,,2,Debt consolidation,290xx,39,26.88,0.1349
4465,767874,16075.0,16075.0,0,16.99%,573.04,3,17,Program Manager,3,40204.0,Not Verified,Apr-15,Fully Paid,n,,2,Debt consolidation,021xx,18,26.84,0.1699
4466,720762,10000.0,10000.0,0,13.99%,341.73,2,13,quality assurance,1,60000.0,Not Verified,Jun-15,Charged Off,n,,2,Debt consolidation,463xx,14,21.86,0.1399
4467,873,22750.0,22725.0,0,8.90%,722.39,0,4,Rettew Associates,2,65000.0,Verified,Dec-11,Fully Paid,n,,2,Consolidate,180xx,37,10.45,0.08900000000000001
4468,1227698,30000.0,30000.0,1,21.49%,819.9,3,19,Police Officer,1,106407.0,Verified,Dec-16,Fully Paid,n,,2,Debt consolidation,922xx,4,16.05,0.2149
4469,610683,25000.0,25000.0,0,7.89%,782.15,0,4,Vice President,1,200000.0,Verified,Sep-15,Fully Paid,n,,2,Debt consolidation,068xx,6,17.61,0.0789
4470,209155,15000.0,15000.0,0,13.11%,506.21,1,8,Southern California Edison,1,120000.0,Not Verified,Jul-12,Fully Paid,n,,4,Home improvement,925xx,4,13.75,0.1311
4471,1186483,10400.0,10400.0,0,11.49%,342.91,1,9,MANAGER,3,54000.0,Not Verified,Jul-16,Charged Off,n,,2,Debt consolidation,928xx,4,19.42,0.1149
4472,1630985,10000.0,10000.0,0,14.08%,342.17,2,12,Director program management,2,120000.0,Source Verified,Jul-17,Current,n,,2,Debt consolidation,060xx,6,15.7,0.1408
4473,744709,15000.0,15000.0,0,7.26%,464.95,0,3,Grocery Clerk,1,42000.0,Source Verified,May-15,Fully Paid,n,,1,Credit card refinancing,980xx,46,20.21,0.0726
4474,1360295,32000.0,32000.0,1,11.44%,702.8,1,8,Mail Carrier,1,102000.0,Source Verified,Feb-17,Current,n,,4,Home improvement,301xx,10,22.39,0.1144
4475,1672710,32000.0,32000.0,1,21.45%,873.83,3,19,head custodian,2,80000.0,Source Verified,Dec-17,Charged Off,n,,9,Other,070xx,30,9.44,0.2145
4476,676966,12000.0,12000.0,0,11.53%,395.89,1,9,Teacher,3,58000.0,Not Verified,Jul-15,Fully Paid,n,,1,Credit card refinancing,334xx,9,22.34,0.1153
4477,893163,6000.0,6000.0,0,7.39%,186.34,0,3,Office Manager,3,85000.0,Not Verified,Mar-16,Fully Paid,n,,2,Debt consolidation,307xx,10,7.88,0.0739
4478,85133,17925.0,17925.0,0,9.99%,578.31,1,5,collection manager,1,41000.0,Not Verified,Oct-13,Fully Paid,n,,1,consolidation,331xx,9,15.62,0.0999
4479,777225,24000.0,24000.0,1,12.69%,542.28,2,11,Firefighter,1,78000.0,Source Verified,Apr-15,Current,n,,2,Debt consolidation,853xx,3,17.11,0.1269
4480,1078469,8000.0,8000.0,0,9.16%,255.0,1,6,Bulk Mail Clerk,1,52000.0,Source Verified,Apr-16,Current,n,,1,Credit card refinancing,448xx,34,7.29,0.0916
4481,279828,7800.0,7800.0,0,14.99%,270.36,2,14,Manager Assistant,3,26000.0,Source Verified,Oct-14,Fully Paid,n,,2,Debt consolidation,330xx,9,7.0,0.1499
4482,1914571,33000.0,33000.0,1,19.42%,863.69,3,17,implementation analyst,1,84000.0,Verified,May-18,Current,n,,2,Debt consolidation,300xx,10,23.03,0.1942
4483,1116849,11200.0,11200.0,0,5.32%,337.29,0,0,Emergency dispatcher ,3,57000.0,Source Verified,Apr-16,Current,n,,2,Debt consolidation,933xx,4,19.47,0.0532
4484,1269907,6450.0,6450.0,0,14.99%,223.56,2,13,machinist,3,19000.0,Source Verified,Nov-16,Fully Paid,n,,2,Debt consolidation,864xx,3,7.9,0.1499
4485,394409,10000.0,10000.0,0,8.90%,317.54,0,4,Field Supervisor,3,50000.0,Source Verified,May-14,Charged Off,n,,2,Debt consolidation,070xx,30,18.34,0.08900000000000001
4486,1299944,7000.0,7000.0,0,13.99%,239.21,2,12,Recon Team Leader,3,22000.0,Not Verified,Oct-16,Current,n,,1,Credit card refinancing,484xx,21,29.19,0.1399
4487,582726,18000.0,18000.0,0,9.99%,580.73,1,7,Web Developer,1,70000.0,Not Verified,Oct-15,Fully Paid,n,,2,Debt consolidation,460xx,14,19.39,0.0999
4488,2042152,24000.0,24000.0,1,22.35%,667.64,3,19,Truck Driver ,3,94000.0,Not Verified,Sep-18,Current,n,,2,Debt consolidation,300xx,10,43.91,0.2235
4489,746592,15000.0,15000.0,0,17.86%,541.24,3,19,Lead Mechanic,3,95000.0,Verified,May-15,Fully Paid,n,,1,Credit card refinancing,762xx,42,29.59,0.1786
4490,888908,25000.0,25000.0,0,5.32%,752.87,0,0,HR Manager,1,124000.0,Not Verified,Mar-16,Current,n,,6,Major purchase,433xx,34,10.62,0.0532
4491,1790982,6300.0,6300.0,0,21.85%,240.12,3,19,Driver,3,48500.0,Source Verified,Mar-18,Charged Off,n,,12,Vacation,794xx,42,17.69,0.2185
4492,222754,7400.0,7400.0,1,10.74%,159.94,1,6,Ozone House,1,40000.0,Verified,Mar-12,Fully Paid,n,"  Borrower added on 03/19/12 > A family member was kind enough to help out with major expenses related to purchasing my first house. I have been paying her back, per our agreement, each month. However, she is now experiencing some financial need of her own, and I want to pay her back in full.<br>",9,personal,481xx,21,15.09,0.1074
4493,638776,35000.0,34950.0,1,15.61%,843.9,3,15,Rotating Inspector,1,105000.0,Verified,Aug-15,Charged Off,n,,2,Debt consolidation,450xx,34,13.25,0.1561
4494,1085812,30000.0,30000.0,0,11.47%,988.86,1,9,charge nurse,2,60000.0,Source Verified,Apr-16,Fully Paid,n,,6,Major purchase,060xx,6,3.62,0.1147
4495,977727,20500.0,20500.0,1,19.53%,537.78,3,19,hr manager,3,80000.0,Source Verified,Feb-16,Current,n,,1,,724xx,2,16.35,0.1953
4496,2050687,17600.0,17600.0,0,22.35%,675.35,3,19,Patient Care Coordinator Sr,3,44000.0,Not Verified,Aug-18,Current,n,,2,Debt consolidation,981xx,46,34.29,0.2235
4497,1547615,10000.0,10000.0,0,5.32%,301.15,0,0, Operator ,1,88000.0,Not Verified,Sep-17,Current,n,,4,Home improvement,129xx,33,15.04,0.0532
4498,1524880,30000.0,30000.0,1,11.99%,667.19,1,9,Contract Manager,1,140000.0,Verified,Sep-17,Fully Paid,n,,2,Debt consolidation,802xx,5,19.21,0.1199
4499,1403189,40000.0,40000.0,1,13.49%,920.19,2,11,Recruiter,1,82000.0,Verified,Jan-17,Current,n,,2,Debt consolidation,919xx,4,5.84,0.1349
4500,1137576,5000.0,5000.0,0,12.79%,167.97,2,10,Techinical ,3,57000.0,Verified,Sep-16,Current,n,,0,Car financing,113xx,33,6.76,0.1279
4501,111177,13250.0,13250.0,0,14.33%,454.99,2,11,"Lawrence Tractor Co., Inc.",1,64000.0,Verified,Aug-13,Fully Paid,n,,2,Pay off cards,932xx,4,13.48,0.1433
4502,883089,30000.0,30000.0,0,9.49%,960.85,1,6,Western Regional Manager,1,120000.0,Verified,Jan-15,Fully Paid,n,,2,Debt consolidation,925xx,4,24.01,0.0949
4503,1537110,30000.0,30000.0,1,24.85%,877.91,4,22,PRESIDENT,1,150000.0,Source Verified,Sep-17,Fully Paid,n,,2,Debt consolidation,481xx,21,13.15,0.2485
4504,888944,17800.0,17800.0,1,16.29%,435.61,3,15,Administrative assisant,3,45375.0,Source Verified,Mar-16,Current,n,,2,Debt consolidation,040xx,20,19.49,0.1629
4505,50908,35000.0,34975.0,0,13.98%,1195.88,2,10,Senior Sales Forecasting Manager,1,118000.0,Source Verified,Dec-13,Fully Paid,n,  Borrower added on 12/09/13 > Would like to consolidate and pay off our debt to begin saving for a home addition.<br>,2,Debt Free,070xx,30,17.41,0.1398
4506,1406320,18000.0,18000.0,0,11.44%,593.06,1,8,,3,50000.0,Verified,Jan-17,Fully Paid,n,,1,Credit card refinancing,082xx,30,20.36,0.1144
4507,19281,13600.0,13600.0,0,10.00%,438.84,1,6,EMC Corporation,3,68000.0,Not Verified,Feb-11,Fully Paid,n,"  Borrower added on 02/20/11 > This is a loan to get rid of a high interest rate credit card that has been already closed to lock in a rate of 22.9% instead of 29.9%<br/> Borrower added on 02/20/11 > I have not missed a payment in more than a decade I am just trying to get one credit card that I am paying 600 a month and never catching up on gone.<br/><br/>I have been at my current job for 2 1/2 years and have been  unemployed a total of 1 month in the last 10 years. I have had a solid employment history since 2000.<br/> Borrower added on 02/20/11 > My monthly budget is $3350 a . My rent is $1125 food Food $350 the rest is normally stuff of about $250 (laundry, gas etc.) the rest is going straight to this credit card. My car is paid off. I have no other major expenses.<br/>",1,Citibank Removal,015xx,18,12.85,0.1
4508,1006802,20000.0,20000.0,0,8.49%,631.26,1,5,Social worker,3,110000.0,Not Verified,Jan-16,Fully Paid,n,,2,Debt consolidation,980xx,46,18.95,0.0849
4509,1943521,7700.0,7700.0,0,6.07%,234.5,0,1,Meat Inspector,3,35000.0,Not Verified,May-18,Current,n,,1,Credit card refinancing,761xx,42,16.74,0.0607
4510,1699231,25000.0,25000.0,1,9.93%,530.32,1,6,IT Operation Center Director,3,120000.0,Source Verified,Nov-17,Current,n,,2,Debt consolidation,301xx,10,7.57,0.0993
4511,113838,4000.0,4000.0,0,18.25%,145.12,3,16,amway hotel corp,1,50000.0,Verified,Jul-13,Fully Paid,n,,2,refi,495xx,21,26.42,0.1825
4512,1741766,2800.0,2800.0,0,7.97%,87.71,0,4,Mechanical Designer,1,120000.0,Source Verified,Oct-17,Charged Off,n,,2,Debt consolidation,770xx,42,4.26,0.0797
4513,1791548,7000.0,7000.0,0,10.90%,228.84,1,8,Install supervisor,3,50000.0,Not Verified,Mar-18,Current,n,,2,Debt consolidation,370xx,41,17.62,0.109
4514,753343,18200.0,18200.0,0,18.25%,660.26,4,20,REGISTERED NURSE,3,60000.0,Source Verified,May-15,Charged Off,n,,9,Other,911xx,4,17.65,0.1825
4515,363398,15000.0,15000.0,1,15.61%,361.67,3,15,Team Manager,1,87000.0,Not Verified,Jun-14,Fully Paid,n,,2,Debt consolidation,935xx,4,8.5,0.1561
4516,1742160,30000.0,29700.0,0,5.32%,903.45,0,0,pharmacist,1,230000.0,Source Verified,Oct-17,Current,n,,2,Debt consolidation,405xx,16,3.39,0.0532
4517,143962,3000.0,3000.0,0,15.80%,105.18,2,12,,3,45000.0,Source Verified,Apr-13,Fully Paid,n,,9,help grown daughter,906xx,4,11.55,0.158
4518,837656,16000.0,16000.0,0,6.92%,493.45,0,3,firefighter,3,125000.0,Not Verified,Feb-15,Charged Off,n,,1,Credit card refinancing,117xx,33,16.98,0.0692
4519,1993784,40000.0,40000.0,0,6.07%,1218.15,0,1,Attorney,3,110000.0,Source Verified,Apr-18,Current,n,,9,Other,926xx,4,14.97,0.0607
4520,689879,12000.0,12000.0,0,5.32%,361.38,0,0,"Chair Visual Arts, Teacher",3,125000.0,Source Verified,Jul-15,Fully Paid,n,,1,Credit card refinancing,100xx,33,13.2,0.0532
4521,772588,7200.0,7200.0,0,16.55%,255.1,3,16,Medical billing,3,53244.0,Verified,Apr-15,Charged Off,n,,1,Credit card refinancing,905xx,4,18.53,0.1655
4522,1617895,10000.0,10000.0,0,7.07%,309.1,0,1,Associate Attorney ,1,75000.0,Not Verified,Jul-17,Current,n,,2,Debt consolidation,064xx,6,19.45,0.0707
4523,1424478,28800.0,28800.0,1,15.05%,685.91,2,13,VP Product Management,1,135000.0,Not Verified,Jun-17,Late (31-120 days),n,,2,Debt consolidation,030xx,29,23.04,0.1505
4524,1619709,17500.0,17500.0,1,13.59%,403.49,2,11,Manager,1,54000.0,Source Verified,Jul-17,Fully Paid,n,,1,Credit card refinancing,201xx,44,13.56,0.1359
4525,243099,7625.0,7625.0,0,19.99%,283.34,4,22,Coach Operator,3,45000.0,Source Verified,Nov-14,Fully Paid,n,,2,Debt consolidation,891xx,32,10.85,0.1999
4526,693228,5000.0,5000.0,0,7.26%,154.99,0,3,Sales Manager,3,185000.0,Source Verified,Jul-15,Fully Paid,n,,2,Debt consolidation,945xx,4,7.13,0.0726
4527,1632604,10000.0,10000.0,1,19.03%,259.58,3,17,MANAGER,3,59000.0,Not Verified,Jul-17,Fully Paid,n,,2,Debt consolidation,752xx,42,12.02,0.1903
4528,1234927,15000.0,15000.0,1,17.99%,380.82,3,16,Director of Office Operations,3,52000.0,Verified,Dec-16,Current,n,,2,Debt consolidation,613xx,13,29.75,0.1799
4529,759243,5350.0,5350.0,0,7.89%,167.38,0,4,Route Sales Driver,1,38000.0,Source Verified,May-15,Fully Paid,n,,2,Debt consolidation,668xx,15,5.62,0.0789
4530,1043517,35000.0,35000.0,1,18.99%,907.73,3,18,Campus Director,1,126400.0,Source Verified,Jun-16,Fully Paid,n,,1,Credit card refinancing,996xx,0,25.49,0.1899
4531,472793,12000.0,12000.0,0,11.99%,398.52,2,10,Order Processor,3,60000.0,Not Verified,Dec-15,Fully Paid,n,,2,Debt consolidation,015xx,18,22.04,0.1199
4532,320487,17125.0,17125.0,1,18.24%,437.11,3,19,Pastor,1,42000.0,Not Verified,Aug-14,Fully Paid,n,,1,Credit card refinancing,483xx,21,23.4,0.1824
4533,779492,29000.0,29000.0,1,15.61%,699.23,3,15,Cost Analyst,2,69584.0,Source Verified,Apr-15,Fully Paid,n,,2,Debt consolidation,054xx,45,28.75,0.1561
4534,657605,18250.0,18250.0,0,12.29%,608.7,2,10,Direct Support Assistant,1,41500.0,Verified,Jul-15,Fully Paid,n,,2,Debt consolidation,144xx,33,21.6,0.1229
4535,381468,15000.0,14800.0,0,8.39%,472.75,0,4,PublicWorksOperarations  ,3,69790.0,Not Verified,May-14,Fully Paid,n,,2,Debt consolidation,985xx,46,24.21,0.0839
4536,1364447,6025.0,6025.0,0,17.99%,217.79,3,16,Product Support Specialist,3,52000.0,Source Verified,Feb-17,Current,n,,2,Debt consolidation,024xx,18,26.93,0.1799
4537,1701238,8000.0,8000.0,0,7.97%,250.59,0,4,Social Wrker,1,75000.0,Source Verified,Nov-17,Current,n,,2,Debt consolidation,712xx,17,19.74,0.0797
4538,1143670,6775.0,6775.0,0,24.49%,267.55,4,22,seamstress ,2,35000.0,Source Verified,Sep-16,Late (31-120 days),n,,5,Home buying,441xx,34,31.14,0.2449
4539,81021,27000.0,27000.0,0,15.10%,937.29,2,11,Detective,1,120000.0,Verified,Oct-13,Fully Paid,n,,1,PAYDOWN,225xx,44,13.44,0.151
4540,30189,20000.0,19284.53,0,10.25%,647.7,1,6,Enterprise Fleet Management,1,65000.0,Verified,May-10,Fully Paid,n,,2,WGD,774xx,42,21.06,0.1025
4541,83448,3600.0,3600.0,0,12.99%,121.29,1,8,President,1,50000.0,Not Verified,Oct-13,Fully Paid,n,,1,CC REFI,301xx,10,5.88,0.1299
4542,798171,15000.0,15000.0,0,5.93%,455.86,0,0,Director of Client Engagement,1,110000.0,Not Verified,Apr-15,Charged Off,n,,2,Debt consolidation,775xx,42,13.5,0.0593
4543,1289154,15000.0,15000.0,0,11.44%,494.22,1,8,Underwriter,1,82000.0,Source Verified,Oct-16,Current,n,,2,Debt consolidation,028xx,38,14.62,0.1144
4544,389023,5000.0,5000.0,0,13.98%,170.84,2,12,driver,3,90000.0,Source Verified,May-14,Fully Paid,n,,2,Debt consolidation,908xx,4,22.01,0.1398
4545,1568140,22500.0,22500.0,1,16.02%,547.4,2,14,Home Daycare Provider,1,20000.0,Source Verified,Aug-17,Current,n,,4,Home improvement,397xx,24,54.74,0.1602
4546,1649570,24000.0,24000.0,0,10.42%,779.16,1,7,Medical Laboratory Technician,3,60000.0,Source Verified,Dec-17,Current,n,,2,Debt consolidation,395xx,24,20.72,0.1042
4547,341282,19200.0,19200.0,1,18.99%,497.96,4,20,mgr,1,43800.0,Verified,Jul-14,Charged Off,n,,2,Debt consolidation,984xx,46,23.56,0.1899
4548,1076986,15000.0,15000.0,1,18.99%,389.03,3,18,Operations Manager,3,68000.0,Not Verified,May-16,Current,n,,2,Debt consolidation,238xx,44,20.07,0.1899
4549,1680669,40000.0,39975.0,0,7.97%,1252.91,0,4,Regional Vice President ,1,110000.0,Source Verified,Dec-17,Current,n,,2,Debt consolidation,330xx,9,17.66,0.0797
4550,1975288,20000.0,19725.0,0,11.98%,664.1,1,9,Owner,1,86000.0,Source Verified,Apr-18,Current,n,,2,Debt consolidation,462xx,14,27.37,0.1198
4551,1435905,10075.0,10075.0,0,13.59%,342.34,2,11,City Attorney,1,92000.0,Not Verified,Jun-17,Fully Paid,n,,2,Debt consolidation,668xx,15,14.09,0.1359
4552,1903653,5600.0,5600.0,0,6.19%,170.85,0,1,Manufacturing ,3,52000.0,Not Verified,Jun-18,Current,n,,12,Vacation,276xx,26,21.67,0.0619
4553,1554929,14400.0,14400.0,1,15.05%,342.96,2,13,Agency service rep,3,30000.0,Verified,Sep-17,Current,n,,2,Debt consolidation,071xx,30,23.49,0.1505
4554,1444354,17600.0,17600.0,1,12.62%,397.04,2,10,cocktail server,1,39000.0,Source Verified,Jun-17,Current,n,,2,Debt consolidation,891xx,32,8.92,0.1262
4555,1972309,10000.0,10000.0,1,9.92%,212.08,1,6,Production ,1,65000.0,Not Verified,Apr-18,Current,n,,2,Debt consolidation,841xx,43,13.37,0.0992
4556,1996928,9600.0,9600.0,0,12.61%,321.67,2,10,Sales associate,3,52000.0,Source Verified,Apr-18,Current,n,,1,Credit card refinancing,421xx,16,19.73,0.1261
4557,751396,28200.0,28200.0,1,14.65%,665.71,2,14,Operation Support Manager,1,83000.0,Source Verified,May-15,Fully Paid,n,,1,Credit card refinancing,357xx,1,22.58,0.1465
4558,1332000,1800.0,1800.0,0,6.99%,55.58,0,1,Letter Carrier,2,70000.0,Not Verified,Mar-17,Fully Paid,n,,9,Other,902xx,4,24.51,0.0699
4559,1242647,4500.0,4500.0,0,10.49%,146.24,1,6,Customer Service,2,47000.0,Source Verified,Dec-16,Current,n,,2,Debt consolidation,271xx,26,31.0,0.1049
4560,1937646,20000.0,20000.0,1,17.47%,502.12,3,15,Teller,1,23000.0,Verified,May-18,Current,n,,1,Credit card refinancing,754xx,42,75.89,0.1747
4561,2031896,25000.0,25000.0,1,15.02%,595.02,2,12,Commercial Operations,1,77000.0,Not Verified,Sep-18,Current,n,,1,Credit card refinancing,151xx,37,22.52,0.1502
4562,590065,15000.0,15000.0,0,14.65%,517.42,2,14,,2,50244.0,Verified,Oct-15,Fully Paid,n,,2,Debt consolidation,342xx,9,35.92,0.1465
4563,933310,2500.0,2500.0,0,8.39%,78.8,1,5,,3,57280.0,Source Verified,Mar-16,Current,n,,1,,551xx,22,16.03,0.0839
4564,582239,12500.0,12500.0,1,13.99%,290.79,2,13,DELIVERY DRIVER,3,30000.0,Source Verified,Oct-15,Charged Off,n,,2,Debt consolidation,234xx,44,20.4,0.1399
4565,1902869,17000.0,17000.0,0,8.08%,533.35,0,4,Media Operations Manager,3,82000.0,Source Verified,Jun-18,Current,n,,2,Debt consolidation,900xx,4,13.33,0.0808
4566,447753,12925.0,12925.0,0,17.57%,464.49,3,16,Customer Care,2,37000.0,Not Verified,Feb-14,Fully Paid,n,,2,Debt consolidation,770xx,42,13.72,0.1757
4567,995007,12000.0,12000.0,1,13.99%,279.16,2,13,Consultant,2,125000.0,Not Verified,Jan-16,Current,n,,1,Credit card refinancing,631xx,23,3.37,0.1399
4568,844380,5000.0,5000.0,0,12.39%,167.01,2,10,,3,18106.8,Verified,Feb-15,Fully Paid,n,,1,Credit card refinancing,978xx,36,38.06,0.1239
4569,2010990,9600.0,9600.0,0,6.67%,294.98,0,1,Manager,3,42000.0,Not Verified,Sep-18,Current,n,,2,Debt consolidation,770xx,42,25.91,0.0667
4570,248408,24000.0,24000.0,1,12.99%,545.96,2,11,Sergeant,1,100000.0,Source Verified,Nov-14,Fully Paid,n,,4,Home improvement,936xx,4,20.64,0.1299
4571,180260,8000.0,8000.0,0,8.90%,254.03,0,4,"Habersham Funding, LLC",3,57000.0,Not Verified,Dec-12,Fully Paid,n,,2,Debt consolidation,300xx,10,20.36,0.08900000000000001
4572,1955023,20000.0,19975.0,0,5.31%,602.21,0,0,Data Entru,1,43000.0,Source Verified,May-18,Current,n,,2,Debt consolidation,761xx,42,21.88,0.0531
4573,887736,9600.0,9550.0,0,23.13%,372.27,5,25,Customer Support Analyst,3,30000.0,Source Verified,Mar-16,Fully Paid,n,,1,Credit card refinancing,300xx,10,38.12,0.2313
4574,7516,12800.0,12700.0,0,9.91%,412.48,1,5,Amazon.com,1,262000.0,Verified,Sep-11,Fully Paid,n,,6,Hot Tub Purchase,980xx,46,0.74,0.0991
4575,914314,15000.0,15000.0,0,12.99%,505.34,2,11,Truck driver,1,44111.0,Verified,Mar-16,Fully Paid,n,,2,Debt consolidation,315xx,10,30.1,0.1299
4576,23364,9250.0,9250.0,0,9.99%,298.43,1,8,,3,29736.0,Verified,Nov-10,Fully Paid,n,,8,HonoluluHahi,852xx,3,20.58,0.0999
4577,1063887,10000.0,10000.0,0,5.32%,301.15,0,0,Sales,1,195000.0,Not Verified,May-16,Fully Paid,n,,1,Credit card refinancing,441xx,34,16.5,0.0532
4578,111970,10000.0,10000.0,0,18.85%,365.81,3,17,US DHS/CISCO,1,95000.0,Source Verified,Aug-13,Fully Paid,n,,9,Personal loan,750xx,42,18.02,0.1885
4579,1530102,10000.0,10000.0,1,26.30%,301.19,4,24,Correctional Sergeant,1,100000.0,Not Verified,Sep-17,Current,n,,11,Business,957xx,4,9.4,0.263
4580,1406750,8000.0,8000.0,0,13.49%,271.45,2,11,Corporate Recruiter,3,49000.0,Source Verified,Jan-17,Charged Off,n,,9,Other,301xx,10,12.76,0.1349
4581,244951,20000.0,20000.0,1,8.67%,411.98,1,5,HR Specialist,1,71000.0,Source Verified,Nov-14,Fully Paid,n,,2,Debt consolidation,122xx,33,13.03,0.0867
4582,1812138,25000.0,25000.0,0,13.58%,849.35,2,11,Director Of Operation,3,95000.0,Verified,Feb-18,In Grace Period,n,,6,Major purchase,303xx,10,0.38,0.1358
4583,648346,2000.0,2000.0,0,7.89%,62.58,0,4,assistant meat dept manager,3,40000.0,Not Verified,Aug-15,Fully Paid,n,,2,Debt consolidation,270xx,26,26.07,0.0789
4584,740501,14000.0,14000.0,0,12.29%,466.95,2,10,Foreman,1,29000.0,Not Verified,May-15,Charged Off,n,,1,Credit card refinancing,748xx,35,18.04,0.1229
4585,1804968,24000.0,24000.0,1,9.43%,503.23,1,5,Secretary,2,54000.0,Source Verified,Feb-18,Current,n,,2,Debt consolidation,859xx,3,12.4,0.0943
4586,2126771,40000.0,40000.0,0,10.56%,1301.23,1,7,Tax partner ,2,580000.0,Verified,Jul-18,Current,n,,4,Home improvement,119xx,33,5.71,0.1056
4587,2087817,10000.0,10000.0,0,8.46%,315.5,0,4,Manager,3,70000.0,Not Verified,Aug-18,Current,n,,1,Credit card refinancing,926xx,4,14.56,0.0846
4588,1716241,35000.0,35000.0,0,9.44%,1120.18,1,5,Web developer ,1,120000.0,Source Verified,Nov-17,Fully Paid,n,,11,Business,980xx,46,2.56,0.0944
4589,1961044,16000.0,16000.0,0,6.07%,487.26,0,1,Coach,1,103000.0,Not Verified,Apr-18,Current,n,,1,Credit card refinancing,741xx,35,20.87,0.0607
4590,308601,8000.0,8000.0,0,7.69%,249.55,0,3,Litigation Technology Consultant,1,136000.0,Source Verified,Sep-14,Fully Paid,n,,1,Credit card refinancing,852xx,3,8.02,0.0769
4591,1127200,27000.0,27000.0,0,10.49%,877.44,1,7,Claims Supervisor ,2,67509.0,Not Verified,Sep-16,Current,n,,1,Credit card refinancing,327xx,9,25.14,0.1049
4592,2128967,4200.0,4200.0,0,24.37%,165.6,4,21,Reimbursement Specialist,3,58000.0,Verified,Jul-18,Current,n,,9,Other,927xx,4,20.79,0.2437
